"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2019-12-19","6:00 - 7:00","34","°A"
"DV","2019-12-19","7:00 - 8:00","18","°A"
"DV","2019-12-19","8:00 - 9:00","35","°A"
"DV","2019-12-19","9:00 - 10:00","39","°A"
"DV","2019-12-19","10:00 - 11:00","40","°A"
"DV","2019-12-19","11:00 - 12:00","33","°A"
"DV","2019-12-19","12:00 - 13:00","8","°A"
"DV","2019-12-19","13:00 - 14:00","31","°A"
"DV","2019-12-19","14:00 - 15:00","32","°A"
"DV","2019-12-19","15:00 - 16:00","34","°A"
"DV","2019-12-19","16:00 - 17:00","31","°A"
"DV","2019-12-19","17:00 - 18:00","44","°A"
"DV","2019-12-19","18:00 - 19:00","39","°A"
"DV","2019-12-19","19:00 - 20:00","42","°A"
"DV","2019-12-19","20:00 - 21:00","45","°A"
"DV","2019-12-19","21:00 - 22:00","23","°A"
"DV","2019-12-19","22:00 - 23:00","34","°A"
"DV","2019-12-20","23:00 - 0:00","35","°A"
"DV","2019-12-20","0:00 - 1:00","21","°A"
"DV","2019-12-20","1:00 - 2:00","31","°A"
"DV","2019-12-20","2:00 - 3:00","38","°A"
"DV","2019-12-20","3:00 - 4:00","32","°A"
"DV","2019-12-20","4:00 - 5:00","356","°A"
"DV","2019-12-20","5:00 - 6:00","39","°A"
"DV","2019-12-20","6:00 - 7:00","41","°A"
"DV","2019-12-20","7:00 - 8:00","24","°A"
"DV","2019-12-20","8:00 - 9:00","349","°A"
"DV","2019-12-20","9:00 - 10:00","39","°A"
"DV","2019-12-20","10:00 - 11:00","39","°A"
"DV","2019-12-20","11:00 - 12:00","11","°A"
"DV","2019-12-20","12:00 - 13:00","350","°A"
"DV","2019-12-20","13:00 - 14:00","32","°A"
"DV","2019-12-20","14:00 - 15:00","39","°A"
"DV","2019-12-20","15:00 - 16:00","334","°A"
"DV","2019-12-20","16:00 - 17:00","338","°A"
"DV","2019-12-20","17:00 - 18:00","326","°A"
"DV","2019-12-20","18:00 - 19:00","326","°A"
"DV","2019-12-20","19:00 - 20:00","341","°A"
"DV","2019-12-20","20:00 - 21:00","335","°A"
"DV","2019-12-20","21:00 - 22:00","324","°A"
"DV","2019-12-20","22:00 - 23:00","329","°A"
"DV","2019-12-21","23:00 - 0:00","21","°A"
"DV","2019-12-21","0:00 - 1:00","5","°A"
"DV","2019-12-21","1:00 - 2:00","28","°A"
"DV","2019-12-21","3:00 - 4:00","37","°A"
"DV","2019-12-21","4:00 - 5:00","31","°A"
"DV","2019-12-21","5:00 - 6:00","40","°A"
"DV","2019-12-21","6:00 - 7:00","39","°A"
"DV","2019-12-21","7:00 - 8:00","24","°A"
"DV","2019-12-21","8:00 - 9:00","42","°A"
"DV","2019-12-21","9:00 - 10:00","38","°A"
"DV","2019-12-21","10:00 - 11:00","35","°A"
"DV","2019-12-21","11:00 - 12:00","12","°A"
"DV","2019-12-21","12:00 - 13:00","354","°A"
"DV","2019-12-21","13:00 - 14:00","343","°A"
"DV","2019-12-21","14:00 - 15:00","39","°A"
"DV","2019-12-21","15:00 - 16:00","10","°A"
"DV","2019-12-21","16:00 - 17:00","25","°A"
"DV","2019-12-21","17:00 - 18:00","331","°A"
"DV","2019-12-21","18:00 - 19:00","332","°A"
"DV","2019-12-21","19:00 - 20:00","327","°A"
"DV","2019-12-21","20:00 - 21:00","343","°A"
"DV","2019-12-21","21:00 - 22:00","2","°A"
"DV","2019-12-21","22:00 - 23:00","29","°A"
"DV","2019-12-22","23:00 - 0:00","5","°A"
"DV","2019-12-22","0:00 - 1:00","16","°A"
"DV","2019-12-22","1:00 - 2:00","6","°A"
"DV","2019-12-22","2:00 - 3:00","3","°A"
"DV","2019-12-22","3:00 - 4:00","30","°A"
"DV","2019-12-22","4:00 - 5:00","13","°A"
"DV","2019-12-22","5:00 - 6:00","22","°A"
"DV","2019-12-22","6:00 - 7:00","8","°A"
"DV","2019-12-22","7:00 - 8:00","335","°A"
"DV","2019-12-22","8:00 - 9:00","7","°A"
