Hora,CO_M,NO2_M,NOx_M,SO2_M,O3_M,TMP_M,DV_M,VV_M,HR_M,CO_P,NO2_P,NOx_P,SO2_P,O3_P,TMP_P,DV_P,VV_P,HR_P,CO_T,NO2_T,NOx_T,SO2_T,O3_T,TMP_T,DV_T,VV_T,HR_T,CO_X,NO2_X,NOx_X,SO2_X,O3_X,TMP_X,DV_X,VV_X,HR_X
12:00 - 13:00,"(0.989, 1.161]","(0.0622, 0.067]","(0.0729, 0.0891]","(0.000902, 0.00644]","(0.038, 0.0442]","(16.322, 17.344]","(80.0, 100.0]","(5.389, 6.461]","(40.611, 45.556]","(0.522, 0.628]","(0.0347, 0.0385]","(0.0507, 0.0597]","(0.000936, 0.00456]","(0.0373, 0.0443]","(16.267, 17.233]","(59.833, 79.778]","(5.978, 7.022]","(34.333, 38.556]","(0.644, 0.867]","(0.0217, 0.0266]","(0.0434, 0.0607]","(0.0139, 0.0203]","(0.0317, 0.0368]","(16.2, 17.289]","(340.056, 360.0]","(9.711, 10.85]","(36.167, 40.333]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.0171, 0.0209]","(0.0369, 0.0414]","(17.256, 18.233]","(340.056, 360.0]","(6.089, 7.561]","(32.333, 36.722]"
13:00 - 14:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.0119, 0.0173]","(0.0565, 0.0627]","(17.344, 18.367]","(320.0, 340.0]","(5.389, 6.461]","(35.667, 40.611]","(0.417, 0.522]","(0.0308, 0.0347]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.0584, 0.0655]","(17.233, 18.2]","(59.833, 79.778]","(7.022, 8.067]","(30.111, 34.333]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.0139, 0.0203]","(0.0419, 0.047]","(17.289, 18.378]","(320.111, 340.056]","(5.156, 6.294]","(27.833, 32.0]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.0133, 0.0171]","(0.0414, 0.046]","(17.256, 18.233]","(40.889, 60.833]","(11.978, 13.45]","(32.333, 36.722]"
14:00 - 15:00,"(0.472, 0.644]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.0119, 0.0173]","(0.0688, 0.075]","(18.367, 19.389]","(180.0, 200.0]","(5.389, 6.461]","(30.722, 35.667]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0726, 0.0796]","(18.2, 19.167]","(59.833, 79.778]","(5.978, 7.022]","(30.111, 34.333]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0419, 0.047]","(18.378, 19.467]","(40.889, 60.833]","(4.017, 5.156]","(27.833, 32.0]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0414, 0.046]","(18.233, 19.211]","(20.944, 40.889]","(13.45, 14.922]","(27.944, 32.333]"
15:00 - 16:00,"(0.472, 0.644]","(0.0332, 0.038]","(0.0242, 0.0404]","(0.00644, 0.0119]","(0.075, 0.0812]","(20.411, 21.433]","(340.0, 360.0]","(6.461, 7.533]","(30.722, 35.667]","(0.417, 0.522]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.00456, 0.00811]","(0.0937, 0.101]","(19.167, 20.133]","(39.889, 59.833]","(5.978, 7.022]","(25.889, 30.111]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.047, 0.0521]","(23.822, 24.911]","(340.056, 360.0]","(4.017, 5.156]","(27.833, 32.0]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.046, 0.0506]","(19.211, 20.189]","(20.944, 40.889]","(13.45, 14.922]","(27.944, 32.333]"
16:00 - 17:00,"(0.297, 0.472]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0688, 0.075]","(19.389, 20.411]","(20.0, 40.0]","(6.461, 7.533]","(30.722, 35.667]","(0.417, 0.522]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.00456, 0.00811]","(0.0937, 0.101]","(19.167, 20.133]","(79.778, 99.722]","(3.889, 4.933]","(25.889, 30.111]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0419, 0.047]","(19.467, 20.556]","(340.056, 360.0]","(6.294, 7.433]","(27.833, 32.0]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00578, 0.00956]","(0.0506, 0.0551]","(19.211, 20.189]","(40.889, 60.833]","(10.506, 11.978]","(23.556, 27.944]"
17:00 - 18:00,"(0.472, 0.644]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0503, 0.0565]","(19.389, 20.411]","(340.0, 360.0]","(5.389, 6.461]","(30.722, 35.667]","(0.417, 0.522]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.00456, 0.00811]","(0.0796, 0.0867]","(19.167, 20.133]","(339.056, 359.0]","(5.978, 7.022]","(30.111, 34.333]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.0419, 0.047]","(19.467, 20.556]","(320.111, 340.056]","(8.572, 9.711]","(27.833, 32.0]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00578, 0.00956]","(0.046, 0.0506]","(19.211, 20.189]","(340.056, 360.0]","(9.033, 10.506]","(23.556, 27.944]"
18:00 - 19:00,"(0.472, 0.644]","(0.0332, 0.038]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0318, 0.038]","(18.367, 19.389]","(-0.36, 20.0]","(11.822, 12.894]","(35.667, 40.611]","(0.417, 0.522]","(0.0347, 0.0385]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0443, 0.0514]","(18.2, 19.167]","(319.111, 339.056]","(5.978, 7.022]","(30.111, 34.333]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.0266, 0.0317]","(17.289, 18.378]","(340.056, 360.0]","(13.128, 14.267]","(36.167, 40.333]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(16.278, 17.256]","(0.641, 20.944]","(22.283, 23.756]","(45.5, 49.889]"
19:00 - 20:00,"(0.297, 0.472]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0195, 0.0257]","(16.322, 17.344]","(20.0, 40.0]","(13.967, 15.039]","(50.5, 55.444]","(0.311, 0.417]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0232, 0.0302]","(16.267, 17.233]","(19.944, 39.889]","(9.111, 10.156]","(47.0, 51.222]","(0.422, 0.644]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.00744, 0.0139]","(0.0214, 0.0266]","(15.111, 16.2]","(340.056, 360.0]","(15.406, 16.544]","(52.833, 57.0]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(15.3, 16.278]","(0.641, 20.944]","(19.339, 20.811]","(49.889, 54.278]"
20:00 - 21:00,"(0.297, 0.472]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0195, 0.0257]","(16.322, 17.344]","(20.0, 40.0]","(13.967, 15.039]","(50.5, 55.444]","(0.311, 0.417]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0232, 0.0302]","(16.267, 17.233]","(19.944, 39.889]","(9.111, 10.156]","(47.0, 51.222]","(0.422, 0.644]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.00744, 0.0139]","(0.0214, 0.0266]","(15.111, 16.2]","(340.056, 360.0]","(15.406, 16.544]","(52.833, 57.0]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(15.3, 16.278]","(0.641, 20.944]","(19.339, 20.811]","(49.889, 54.278]"
21:00 - 22:00,"(0.472, 0.644]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0133, 0.0195]","(15.3, 16.322]","(-0.36, 20.0]","(8.606, 9.678]","(55.444, 60.389]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(15.3, 16.267]","(319.111, 339.056]","(11.2, 12.244]","(55.444, 59.667]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.0112, 0.0163]","(14.022, 15.111]","(320.111, 340.056]","(8.572, 9.711]","(57.0, 61.167]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(14.322, 15.3]","(0.641, 20.944]","(14.922, 16.394]","(49.889, 54.278]"
22:00 - 23:00,"(0.472, 0.644]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.00717, 0.0133]","(14.278, 15.3]","(300.0, 320.0]","(4.317, 5.389]","(55.444, 60.389]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(14.333, 15.3]","(319.111, 339.056]","(7.022, 8.067]","(59.667, 63.889]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.00611, 0.0112]","(12.933, 14.022]","(300.167, 320.111]","(7.433, 8.572]","(57.0, 61.167]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0141, 0.0187]","(13.344, 14.322]","(40.889, 60.833]","(7.561, 9.033]","(54.278, 58.667]"
23:00 - 0:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(14.278, 15.3]","(300.0, 320.0]","(8.606, 9.678]","(60.389, 65.333]","(0.417, 0.522]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00187, 0.00906]","(13.367, 14.333]","(279.222, 299.167]","(4.933, 5.978]","(63.889, 68.111]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.00611, 0.0112]","(12.933, 14.022]","(300.167, 320.111]","(9.711, 10.85]","(61.167, 65.333]","(1.167, 1.456]","(0.0335, 0.039]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(13.344, 14.322]","(320.111, 340.056]","(1.672, 3.144]","(54.278, 58.667]"
0:00 - 1:00,"(0.472, 0.644]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(14.278, 15.3]","(160.0, 180.0]","(3.244, 4.317]","(50.5, 55.444]","(0.417, 0.522]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00906, 0.0161]","(13.367, 14.333]","(219.389, 239.333]","(7.022, 8.067]","(38.556, 42.778]","(0.644, 0.867]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.0139, 0.0203]","(0.000908, 0.00611]","(12.933, 14.022]","(220.389, 240.333]","(2.878, 4.017]","(44.5, 48.667]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(14.322, 15.3]","(320.111, 340.056]","(3.144, 4.617]","(45.5, 49.889]"
1:00 - 2:00,"(0.472, 0.644]","(0.0283, 0.0332]","(0.0404, 0.0567]","(0.0228, 0.0282]","(0.000889, 0.00717]","(11.211, 12.233]","(300.0, 320.0]","(11.822, 12.894]","(75.222, 80.167]","(0.417, 0.522]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00187, 0.00906]","(12.4, 13.367]","(319.111, 339.056]","(5.978, 7.022]","(68.111, 72.333]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.0461, 0.0526]","(0.00611, 0.0112]","(9.667, 10.756]","(300.167, 320.111]","(13.128, 14.267]","(73.667, 77.833]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(11.389, 12.367]","(20.944, 40.889]","(1.672, 3.144]","(58.667, 63.056]"
3:00 - 4:00,"(0.472, 0.644]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.0228, 0.0282]","(0.000889, 0.00717]","(10.189, 11.211]","(300.0, 320.0]","(9.678, 10.75]","(75.222, 80.167]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.0259, 0.0294]","(0.00906, 0.0161]","(10.467, 11.433]","(-0.359, 19.944]","(9.111, 10.156]","(76.556, 80.778]","(0.422, 0.644]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.0268, 0.0332]","(0.0112, 0.0163]","(8.578, 9.667]","(340.056, 360.0]","(15.406, 16.544]","(73.667, 77.833]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00578, 0.00956]","(0.00956, 0.0141]","(9.433, 10.411]","(100.722, 120.667]","(3.144, 4.617]","(67.444, 71.833]"
4:00 - 5:00,"(0.472, 0.644]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.0228, 0.0282]","(0.0133, 0.0195]","(9.167, 10.189]","(300.0, 320.0]","(9.678, 10.75]","(75.222, 80.167]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.0152, 0.0188]","(0.0161, 0.0232]","(9.5, 10.467]","(339.056, 359.0]","(8.067, 9.111]","(76.556, 80.778]","(0.422, 0.644]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.0461, 0.0526]","(0.0112, 0.0163]","(8.578, 9.667]","(340.056, 360.0]","(10.85, 11.989]","(73.667, 77.833]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00578, 0.00956]","(0.0141, 0.0187]","(9.433, 10.411]","(80.778, 100.722]","(3.144, 4.617]","(71.833, 76.222]"
5:00 - 6:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.0228, 0.0282]","(0.00717, 0.0133]","(9.167, 10.189]","(320.0, 340.0]","(8.606, 9.678]","(75.222, 80.167]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.0117, 0.0152]","(0.0161, 0.0232]","(9.5, 10.467]","(339.056, 359.0]","(7.022, 8.067]","(76.556, 80.778]","(0.196, 0.422]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.0203, 0.0268]","(0.0112, 0.0163]","(8.578, 9.667]","(340.056, 360.0]","(10.85, 11.989]","(73.667, 77.833]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(8.456, 9.433]","(40.889, 60.833]","(7.561, 9.033]","(71.833, 76.222]"
6:00 - 7:00,"(0.297, 0.472]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.0119, 0.0173]","(0.00717, 0.0133]","(9.167, 10.189]","(-0.36, 20.0]","(8.606, 9.678]","(75.222, 80.167]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.0117, 0.0152]","(0.0161, 0.0232]","(9.5, 10.467]","(-0.359, 19.944]","(5.978, 7.022]","(76.556, 80.778]","(0.196, 0.422]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.0139, 0.0203]","(0.0112, 0.0163]","(7.489, 8.578]","(340.056, 360.0]","(9.711, 10.85]","(73.667, 77.833]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(7.478, 8.456]","(40.889, 60.833]","(16.394, 17.867]","(71.833, 76.222]"
7:00 - 8:00,"(0.297, 0.472]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.00717, 0.0133]","(8.144, 9.167]","(40.0, 60.0]","(7.533, 8.606]","(75.222, 80.167]","(0.206, 0.311]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.00811, 0.0117]","(0.00906, 0.0161]","(8.533, 9.5]","(39.889, 59.833]","(7.022, 8.067]","(76.556, 80.778]","(0.196, 0.422]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.00744, 0.0139]","(0.0112, 0.0163]","(7.489, 8.578]","(320.111, 340.056]","(6.294, 7.433]","(73.667, 77.833]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(7.478, 8.456]","(60.833, 80.778]","(13.45, 14.922]","(71.833, 76.222]"
8:00 - 9:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.00717, 0.0133]","(8.144, 9.167]","(20.0, 40.0]","(6.461, 7.533]","(75.222, 80.167]","(0.206, 0.311]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.00187, 0.00906]","(8.533, 9.5]","(59.833, 79.778]","(2.844, 3.889]","(76.556, 80.778]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.00611, 0.0112]","(7.489, 8.578]","(300.167, 320.111]","(4.017, 5.156]","(73.667, 77.833]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.00956, 0.0141]","(6.482, 7.478]","(40.889, 60.833]","(10.506, 11.978]","(71.833, 76.222]"
9:00 - 10:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0133, 0.0195]","(9.167, 10.189]","(340.0, 360.0]","(6.461, 7.533]","(70.278, 75.222]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(59.833, 79.778]","(3.889, 4.933]","(72.333, 76.556]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0434, 0.0607]","(0.00744, 0.0139]","(0.0112, 0.0163]","(9.667, 10.756]","(320.111, 340.056]","(5.156, 6.294]","(65.333, 69.5]","(0.589, 0.878]","(0.017, 0.0225]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0141, 0.0187]","(9.433, 10.411]","(140.611, 160.556]","(0.174, 1.672]","(63.056, 67.444]"
10:00 - 11:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0133, 0.0195]","(9.167, 10.189]","(340.0, 360.0]","(6.461, 7.533]","(70.278, 75.222]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(59.833, 79.778]","(3.889, 4.933]","(72.333, 76.556]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0434, 0.0607]","(0.00744, 0.0139]","(0.0112, 0.0163]","(9.667, 10.756]","(320.111, 340.056]","(5.156, 6.294]","(65.333, 69.5]","(0.589, 0.878]","(0.017, 0.0225]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0141, 0.0187]","(9.433, 10.411]","(140.611, 160.556]","(0.174, 1.672]","(63.056, 67.444]"
11:00 - 12:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0318, 0.038]","(14.278, 15.3]","(320.0, 340.0]","(6.461, 7.533]","(50.5, 55.444]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0373, 0.0443]","(14.333, 15.3]","(19.944, 39.889]","(5.978, 7.022]","(42.778, 47.0]","(0.644, 0.867]","(0.0217, 0.0266]","(0.0434, 0.0607]","(0.00744, 0.0139]","(0.0214, 0.0266]","(12.933, 14.022]","(320.111, 340.056]","(5.156, 6.294]","(48.667, 52.833]","(0.589, 0.878]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0323, 0.0369]","(13.344, 14.322]","(40.889, 60.833]","(4.617, 6.089]","(45.5, 49.889]"
12:00 - 13:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.038, 0.0442]","(15.3, 16.322]","(-0.36, 20.0]","(7.533, 8.606]","(40.611, 45.556]","(0.206, 0.311]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0443, 0.0514]","(16.267, 17.233]","(19.944, 39.889]","(7.022, 8.067]","(34.333, 38.556]","(0.644, 0.867]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.00744, 0.0139]","(0.0317, 0.0368]","(15.111, 16.2]","(320.111, 340.056]","(5.156, 6.294]","(36.167, 40.333]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0414, 0.046]","(15.3, 16.278]","(40.889, 60.833]","(9.033, 10.506]","(27.944, 32.333]"
13:00 - 14:00,"(0.297, 0.472]","(0.00891, 0.0138]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0503, 0.0565]","(17.344, 18.367]","(60.0, 80.0]","(7.533, 8.606]","(25.778, 30.722]","(0.206, 0.311]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0514, 0.0584]","(17.233, 18.2]","(19.944, 39.889]","(7.022, 8.067]","(25.889, 30.111]","(0.422, 0.644]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0419, 0.047]","(17.289, 18.378]","(0.641, 20.944]","(4.017, 5.156]","(23.667, 27.833]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.046, 0.0506]","(17.256, 18.233]","(40.889, 60.833]","(6.089, 7.561]","(23.556, 27.944]"
14:00 - 15:00,"(0.297, 0.472]","(0.00891, 0.0138]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0503, 0.0565]","(17.344, 18.367]","(60.0, 80.0]","(7.533, 8.606]","(25.778, 30.722]","(0.206, 0.311]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0514, 0.0584]","(17.233, 18.2]","(19.944, 39.889]","(7.022, 8.067]","(25.889, 30.111]","(0.422, 0.644]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0419, 0.047]","(17.289, 18.378]","(0.641, 20.944]","(4.017, 5.156]","(23.667, 27.833]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.046, 0.0506]","(17.256, 18.233]","(40.889, 60.833]","(6.089, 7.561]","(23.556, 27.944]"
15:00 - 16:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0627, 0.0688]","(19.389, 20.411]","(40.0, 60.0]","(5.389, 6.461]","(20.833, 25.778]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0655, 0.0726]","(19.167, 20.133]","(39.889, 59.833]","(5.978, 7.022]","(21.667, 25.889]","(0.422, 0.644]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0572, 0.0623]","(19.467, 20.556]","(260.278, 280.222]","(4.017, 5.156]","(19.5, 23.667]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0551, 0.0597]","(20.189, 21.167]","(280.222, 300.167]","(0.174, 1.672]","(14.778, 19.167]"
17:00 - 18:00,"(0.472, 0.644]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0565, 0.0627]","(20.411, 21.433]","(300.0, 320.0]","(5.389, 6.461]","(15.889, 20.833]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0655, 0.0726]","(19.167, 20.133]","(39.889, 59.833]","(3.889, 4.933]","(21.667, 25.889]","(0.422, 0.644]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0521, 0.0572]","(19.467, 20.556]","(300.167, 320.111]","(7.433, 8.572]","(19.5, 23.667]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.046, 0.0506]","(20.189, 21.167]","(20.944, 40.889]","(7.561, 9.033]","(14.778, 19.167]"
18:00 - 19:00,"(0.644, 0.817]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.0119, 0.0173]","(0.038, 0.0442]","(19.389, 20.411]","(300.0, 320.0]","(8.606, 9.678]","(25.778, 30.722]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0514, 0.0584]","(17.233, 18.2]","(199.444, 219.389]","(5.978, 7.022]","(25.889, 30.111]","(0.644, 0.867]","(0.0314, 0.0363]","(0.0262, 0.0434]","(0.0397, 0.0461]","(0.0317, 0.0368]","(17.289, 18.378]","(340.056, 360.0]","(14.267, 15.406]","(27.833, 32.0]","(0.295, 0.589]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.0171, 0.0209]","(0.0369, 0.0414]","(18.233, 19.211]","(340.056, 360.0]","(17.867, 19.339]","(27.944, 32.333]"
21:00 - 22:00,"(0.644, 0.817]","(0.0428, 0.0477]","(0.0404, 0.0567]","(0.00644, 0.0119]","(0.0133, 0.0195]","(16.322, 17.344]","(280.0, 300.0]","(5.389, 6.461]","(35.667, 40.611]","(0.733, 0.839]","(0.0423, 0.0462]","(0.0418, 0.0507]","(0.0188, 0.0223]","(0.0161, 0.0232]","(14.333, 15.3]","(239.333, 259.278]","(7.022, 8.067]","(38.556, 42.778]","(0.644, 0.867]","(0.0363, 0.0412]","(0.0434, 0.0607]","(0.0268, 0.0332]","(0.0163, 0.0214]","(14.022, 15.111]","(300.167, 320.111]","(8.572, 9.711]","(36.167, 40.333]","(0.589, 0.878]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0187, 0.0232]","(16.278, 17.256]","(240.333, 260.278]","(1.672, 3.144]","(32.333, 36.722]"
22:00 - 23:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.0391, 0.0446]","(0.0195, 0.0257]","(15.3, 16.322]","(300.0, 320.0]","(6.461, 7.533]","(40.611, 45.556]","(0.628, 0.733]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.0152, 0.0188]","(0.0232, 0.0302]","(13.367, 14.333]","(199.444, 219.389]","(8.067, 9.111]","(38.556, 42.778]","(0.644, 0.867]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.0397, 0.0461]","(0.0163, 0.0214]","(12.933, 14.022]","(300.167, 320.111]","(9.711, 10.85]","(40.333, 44.5]","(0.878, 1.167]","(0.0445, 0.05]","(0.0556, 0.0788]","(0.00578, 0.00956]","(0.00492, 0.00956]","(14.322, 15.3]","(160.556, 180.5]","(4.617, 6.089]","(36.722, 41.111]"
